buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,elgar_music,manzoni_prints,elgar_instruments,good_uranium,bauxite,alloys,copper,commonores,advancedores,rare_earths,aluminium,plastics,light_fuel,lubricant,heavy_fuel,copperwires,batteries,electroniccomponents,processors,homeappliances,televisions,computer,robotics,water,pharmaceuticals,gas,civil_planes,space_assets,raw_data,organized_data,business_data,telecommunications,softwares,interactive_entertainment,cosmetics,on_demand_goods,ai_systems,androids,global_electricity
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_physical,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_electric_telegraph,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_telephone,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,-3,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_radio,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-10,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_digital_media,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-5,,,,,,,,8,,-15,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,pm_no_publishing_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,manzoni_pm_printing_presses,automation,construction_cost_very_high,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,manzoni_pm_rotary_presses,automation,construction_cost_very_high,,,,,,,,,,,,,,,-30,,,,,,,,,,-10,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,manzoni_pm_linotype,automation,construction_cost_very_high,,,,,,,,,,,,,,,-40,,,,,,,,,,-15,,,,,,-5,,,,-20,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,pm_offset_printing,automation,construction_cost_very_high,,,,,,,,,,,,,,,-50,,,,,,,,-20,,-10,,,,-10,,-10,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,pm_digital_press,automation,construction_cost_very_high,,,,,,,,,,,,,,,-50,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,-10,-5,,,,,,,,,,-5,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_no_broadcast_media_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_electronic_news_gathering,automation,construction_cost_very_high,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,75,,,,,,,,,,,,,,-20,,-10,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_early_broadcasting,automation,construction_cost_very_high,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,25,80,,,,,,,,,,,,,,-20,,-10,,,-5,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_color_broadcasting,automation,construction_cost_very_high,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,35,95,,,,,,,,,,,,,,-20,,-10,,,-15,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_no_digital_media_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_digital_audio_workstation,automation,construction_cost_very_high,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,70,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,-10,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_online_content_creation,automation,construction_cost_very_high,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,80,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,-20,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_digital_postproduction,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,100,,,,,,,,,,,,,,,,,,,,-10,-5,,,,,,,,,,-40,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_martandsuntemple,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_mendelejew_coal_liquefaction,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,-10,,,,,,,-65,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,25,,,-5,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_fractional_distillation,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,25,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_vacuum_distillation,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,-90,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,70,,,-5,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_thermal_cracking,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,-15,,,,,,5,20,,,,,-90,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,25,10,,,-10,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_catalytic_cracking,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,-25,,,,,,5,,,,,,-90,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,105,30,,,,-10,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_automation_building_general,pm_automation_disabled,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_automation_building_general,pm_watertube_boiler_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_automation_building_general,pm_rotary_valve_engine_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_automation_building_general,pm_basic_electric_control_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_automation_building_general,pm_advanced_electric_control_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-3,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_transport_automation_building_general,pm_road_carts,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_transport_automation_building_general,pm_rail_transport_mine,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_transport_automation_building_general,pm_multiway_transport_mine,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_data_optimization_light_industry,pm_manual_data_reporting_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_data_optimization_light_industry,pm_manual_data_optimization_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_data_optimization_light_industry,pm_digital_data_optimization_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_data_optimization_light_industry,pm_digital_data_on_premises_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-3,,-1,,,,,,
building_mendelejew_hydrogenation_plants,pmg_data_optimization_light_industry,pm_internet_data_reporting_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-4,-2,-3,,,,,,
building_mendelejew_hydrogenation_plants,pmg_data_optimization_light_industry,pm_internet_data_optimization_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,12,,-6,-5,-4,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_plastics_production,pm_bakelite_molding,base,construction_cost_very_high,,,,,,,,,,,-25,,,,,,,-10,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,-2,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_plastics_production,pm_celluloid_processing,base,construction_cost_very_high,,,,,,,,,,,-65,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,-2,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_plastics_production,pm_polyethylene_synthesis,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-25,,,,,-5,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_plastics_production,pm_ziegler-natta_catalysts,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,-25,,,,,-10,,,,,,,,-20,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_mendelejew_isoprene,pm_no_synthetic_rubber,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_mendelejew_isoprene,pm_mendelejew_isoprene,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-7,,,,,55,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-15,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_mendelejew_isoprene,pm_mendelejev_butadiene,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,80,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,-10,-15,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_automation_building_general,pm_automation_disabled,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_automation_building_general,pm_watertube_boiler_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_automation_building_general,pm_rotary_valve_engine_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_automation_building_general,pm_basic_electric_control_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_automation_building_general,pm_advanced_electric_control_building_general,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-3,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_transport_automation_building_general,pm_road_carts,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_transport_automation_building_general,pm_rail_transport_mine,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_transport_automation_building_general,pm_multiway_transport_mine,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_data_optimization_light_industry,pm_manual_data_reporting_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_data_optimization_light_industry,pm_manual_data_optimization_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_data_optimization_light_industry,pm_digital_data_optimization_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,,,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_data_optimization_light_industry,pm_digital_data_on_premises_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-3,,-1,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_data_optimization_light_industry,pm_internet_data_reporting_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-4,-2,-3,,,,,,
building_mendelejew_synthetic_rubber_factory,pmg_data_optimization_light_industry,pm_internet_data_optimization_light_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,12,,-6,-5,-4,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_simple_farming,base,construction_cost_low,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_soil_enriching_farming,base,construction_cost_low,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_fertilization,base,construction_cost_low,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_chemical_fertilizer,base,construction_cost_low,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_synthetic_pesticides,base,construction_cost_low,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,-3,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_ogm,base,construction_cost_low,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,-5,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,
building_millet_farm,pmg_secondary_building_millet_farm,pm_no_secondary,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_secondary_building_millet_farm,pm_fig_orchards,refining,construction_cost_low,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tools_disabled,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tools,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_steam_threshers,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_compression_ignition_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_autonomous_agricultural_vehicles,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-3,,,,,,,
building_millet_farm,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_millet_farm,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_millet_farm,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_millet_farm,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_modern_state_baseline,pmg_modern_state_baseline,pm_prewar_base,base,,,,,,,,,,,,200,,,,,,,,,,,,,200,200,200,200,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,200,200,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
building_modern_state_baseline,pmg_modern_state_baseline,pm_postwar_base,base,,,,,,,,,,,,300,,,,300,,,,,,,,,300,300,300,300,,,300,,,,,300,,,,,,,,,,,,,,,,,,,,,,,300,,300,300,300,,,,300,,,,,,,,,,,300,,300,,,,,,,,,,,,,
building_modern_state_baseline,pmg_modern_state_baseline,pm_advanced_base,base,,,,,,,,,,,,400,,,,400,,,,,,,,,400,400,400,400,,,400,,,,,400,,,,,,,,,,,,,,,,,,,,,,,400,,400,400,400,400,,,400,,,,,,,,,,,400,,400,,,,,,,,,,,,,
building_mosque_of_djenne,pmg_base_building_mosque_of_djenne,pm_default_building_mosque_of_djenne,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
