buildings,production_method_groups,production_methods,type,required_construction,advancedores,aeroplanes,ai_systems,alloys,aluminium,ammunition,androids,artillery,automobiles,batteries,bauxite,business_data,civil_planes,clippers,clothes,coal,coffee,commonores,computer,copper,copperwires,cosmetics,dye,electricity,electroniccomponents,elgar_instruments,elgar_music,engines,explosives,fabric,fertilizer,fine_art,fish,fruit,furniture,gas,glass,global_electricity,gold,good_uranium,grain,groceries,hardwood,heavy_fuel,homeappliances,interactive_entertainment,iron,ironclads,lead,light_fuel,liquor,lubricant,luxury_clothes,luxury_furniture,manowars,manzoni_prints,meat,merchant_marine,oil,on_demand_goods,opium,organized_data,paper,pharmaceuticals,plastics,porcelain,processors,radios,rare_earths,raw_data,robotics,rubber,services,silk,small_arms,softwares,space_assets,steamers,steel,sugar,sulfur,tanks,tea,telecommunications,telephones,televisions,tobacco,tools,transportation,water,wine,wood
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_butchering_tools,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_slaughterhouses,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_mechanized_slaughtering,upgrade,construction_cost_low,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_conveyor_belt_abattoirs,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,85,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-15,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_simple_ranch,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_sheep_farms,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_intensive_grazing_ranch,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_standard_fences,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_barbed_wire_fences,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_electric_fencing,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_unrefrigerated,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_refrigerated_storage_building_livestock_ranch,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_refrigerated_rail_cars_building_livestock_ranch,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,
building_livestock_ranch,pmg_breeding_livestock_ranch,pm_no_selective_breeding,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_breeding_livestock_ranch,pm_hormonal_feedlots,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,
building_livestock_ranch,pmg_breeding_livestock_ranch,pm_genetic_analysis_breeding,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_logging_camp,pmg_base_building_logging_camp,pm_simple_forestry,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,60
building_logging_camp,pmg_base_building_logging_camp,pm_electric_saw_mills,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,100
building_logging_camp,pmg_hardwood,pm_no_hardwood,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_hardwood,pm_hardwood,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25
building_logging_camp,pmg_hardwood,pm_increased_hardwood,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40
building_logging_camp,pmg_equipment,pm_no_equipment,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_equipment,pm_steam_donkey_building_logging_camp,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_equipment,pm_chainsaws,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_equipment,pm_mechanized_harvesters,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-2,,,,,,,,,,,,,
building_logging_camp,pmg_transportation_building_logging_camp,pm_road_carts,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_transportation_building_logging_camp,pm_rail_transport_building_logging_camp,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,
building_logging_camp,pmg_transportation_building_logging_camp,pm_log_carts,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,
building_logging_camp,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_logging_camp,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_simple_farming,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_soil_enriching_farming,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_fertilization,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_chemical_fertilizer,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_synthetic_pesticides,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,90,,,,,,,,,,,,,,,,,,-3,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_ogm,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,120,,,,,,,,,,,,,,,,,,-5,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_secondary_building_maize_farm,pm_no_secondary,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_secondary_building_maize_farm,pm_citrus_orchards,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tools_disabled,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tools,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_steam_threshers,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tractors,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_compression_ignition_tractors,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_autonomous_agricultural_vehicles,labor_saving,construction_cost_low,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
building_maize_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_maize_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_internet_data_reporting_primary_sector_no_shopkeepers,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_physical,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_electric_telegraph,upgrade,construction_cost_very_high,,,,-2,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_telephone,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,-3,-5,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_radio,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-10,,,,,,,,,,,,,,,,-10,-5,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_communication,manzoni_pm_digital_media,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,,,,-5,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,-15,-10,-5,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,pm_no_publishing_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,manzoni_pm_printing_presses,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,manzoni_pm_rotary_presses,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,manzoni_pm_linotype,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,pm_offset_printing,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-10,,,,,,,-20,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,-50,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,manzoni_pmg_building_publishing_industry_automation,pm_digital_press,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,-10,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,-50,,,,,,,,-5,,,,,-5,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_no_broadcast_media_industry,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_electronic_news_gathering,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,-20,,,,-10,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_early_broadcasting,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,-20,,,,-10,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,-25,,,,,5,,,,,,,,,,,,,,,,,,-5,,,,,,
building_manzoni_publishing_industry,pmg_broadcast_media_industry,pm_color_broadcasting,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,-20,,,,-10,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,-25,,,,,10,,,,,,,,,,,,,,,,,,-15,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_no_digital_media_industry,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_digital_audio_workstation,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,-10,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_online_content_creation,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,-10,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_digital_media_industry,pm_digital_postproduction,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,-10,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,-5,,,,,-40,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_internet_data_reporting_heavy_industry_no_shopkeepers,labor_saving,construction_cost_very_high,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_manzoni_publishing_industry,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_internet_data_optimization_heavy_industry_no_shopkeepers,labor_saving,construction_cost_very_high,,,-2,,,,,,,,,-6,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-4,,,,,,,,-5,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_mendelejew_coal_liquefaction,balance,construction_cost_very_high,,,,,,,,,,,,,,,,-65,,,,,,,,-10,-5,,,-5,,,,,,,,,,,,,,,,25,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_fractional_distillation,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,25,,,,,,30,,15,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_vacuum_distillation,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-15,-5,,,-5,,,,,,,,,,,,,,,,70,,,,,,,,50,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_thermal_cracking,balance,construction_cost_very_high,,,,,,,,,,,,,,,,20,,,,,,,,-15,-10,,,-10,,,,,,,,,,,,,,,,10,,,,,,65,,25,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_catalytic_cracking,balance,construction_cost_very_high,-1,,,,,,,,,,,,,,,,,,,,,,,-20,-10,,,-25,,,,,,,,,,,,,,,,,,,,,,105,,30,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
building_mendelejew_hydrogenation_plants,pmg_fuel_production,pm_hydrotreated_biofuels,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-20,-10,,,-25,,,-20,,,,,,,,,,-30,,,5,,,,,,105,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
